clip	duration[ms]
common_voice_nb-NO_43543551.mp3	6768
common_voice_nb-NO_43531994.mp3	3600
common_voice_nb-NO_42558207.mp3	3924
common_voice_nb-NO_42613826.mp3	5940
common_voice_nb-NO_43543608.mp3	8136
common_voice_nb-NO_43543595.mp3	5580
common_voice_nb-NO_43544914.mp3	5292
common_voice_nb-NO_43527832.mp3	5292
common_voice_nb-NO_43538730.mp3	8244
common_voice_nb-NO_42613916.mp3	3096
common_voice_nb-NO_43538737.mp3	3672
common_voice_nb-NO_44034081.mp3	5436
common_voice_nb-NO_43543730.mp3	3240
common_voice_nb-NO_43552740.mp3	4320
common_voice_nb-NO_43462967.mp3	2736
common_voice_nb-NO_43531848.mp3	4068
common_voice_nb-NO_43645228.mp3	5976
common_voice_nb-NO_43427055.mp3	3240
common_voice_nb-NO_44031249.mp3	3636
common_voice_nb-NO_43531267.mp3	2988
common_voice_nb-NO_43541535.mp3	3816
common_voice_nb-NO_43552572.mp3	2088
common_voice_nb-NO_43531797.mp3	5436
common_voice_nb-NO_43543590.mp3	5400
common_voice_nb-NO_43531341.mp3	5616
common_voice_nb-NO_43552708.mp3	4140
common_voice_nb-NO_43552554.mp3	2628
common_voice_nb-NO_43529200.mp3	4968
common_voice_nb-NO_43527840.mp3	4248
common_voice_nb-NO_43535552.mp3	2340
common_voice_nb-NO_42559571.mp3	3996
common_voice_nb-NO_43531899.mp3	3276
common_voice_nb-NO_42829659.mp3	5148
common_voice_nb-NO_43543617.mp3	3456
common_voice_nb-NO_43543550.mp3	7848
common_voice_nb-NO_43541545.mp3	5292
common_voice_nb-NO_42610015.mp3	2916
common_voice_nb-NO_43531349.mp3	4968
common_voice_nb-NO_42682496.mp3	5868
common_voice_nb-NO_42576467.mp3	3636
common_voice_nb-NO_43543715.mp3	4428
common_voice_nb-NO_43635970.mp3	3636
common_voice_nb-NO_43531890.mp3	4248
common_voice_nb-NO_43543690.mp3	4140
common_voice_nb-NO_44024773.mp3	2340
common_voice_nb-NO_43534764.mp3	3132
common_voice_nb-NO_43644395.mp3	6120
common_voice_nb-NO_43493225.mp3	3456
common_voice_nb-NO_43543556.mp3	2340
common_voice_nb-NO_44034553.mp3	5220
common_voice_nb-NO_43527865.mp3	4608
common_voice_nb-NO_43527838.mp3	6588
common_voice_nb-NO_43493309.mp3	2916
common_voice_nb-NO_43544907.mp3	3852
common_voice_nb-NO_43527851.mp3	3996
common_voice_nb-NO_43543602.mp3	5436
common_voice_nb-NO_43493323.mp3	4176
common_voice_nb-NO_42613929.mp3	3996
common_voice_nb-NO_43493270.mp3	4500
common_voice_nb-NO_43531989.mp3	3456
common_voice_nb-NO_43531867.mp3	2880
common_voice_nb-NO_43537102.mp3	4176
common_voice_nb-NO_43531294.mp3	5148
common_voice_nb-NO_43535584.mp3	3096
common_voice_nb-NO_43493439.mp3	1836
common_voice_nb-NO_43399686.mp3	2988
common_voice_nb-NO_43641315.mp3	3168
common_voice_nb-NO_43645571.mp3	2628
common_voice_nb-NO_42610041.mp3	4140
common_voice_nb-NO_43535580.mp3	2340
common_voice_nb-NO_43239233.mp3	11016
common_voice_nb-NO_42610010.mp3	3348
common_voice_nb-NO_43541544.mp3	5580
common_voice_nb-NO_43552689.mp3	5868
common_voice_nb-NO_43531293.mp3	5976
common_voice_nb-NO_42613644.mp3	4140
common_voice_nb-NO_42559533.mp3	5688
common_voice_nb-NO_42613632.mp3	3888
common_voice_nb-NO_43531939.mp3	3528
common_voice_nb-NO_43543634.mp3	2160
common_voice_nb-NO_43552597.mp3	2196
common_voice_nb-NO_42613527.mp3	3420
common_voice_nb-NO_44024774.mp3	4968
common_voice_nb-NO_43552583.mp3	5508
common_voice_nb-NO_43197563.mp3	6480
common_voice_nb-NO_43552611.mp3	4428
common_voice_nb-NO_43399710.mp3	7488
common_voice_nb-NO_43543528.mp3	2700
common_voice_nb-NO_42559629.mp3	5076
common_voice_nb-NO_42613706.mp3	5148
common_voice_nb-NO_42610013.mp3	3348
common_voice_nb-NO_42682501.mp3	7776
common_voice_nb-NO_43531760.mp3	4428
common_voice_nb-NO_42613477.mp3	6336
common_voice_nb-NO_43644297.mp3	9972
common_voice_nb-NO_42605099.mp3	2844
common_voice_nb-NO_42613510.mp3	3636
common_voice_nb-NO_44031248.mp3	3636
common_voice_nb-NO_42610014.mp3	3276
common_voice_nb-NO_43531893.mp3	3456
common_voice_nb-NO_43531830.mp3	2160
common_voice_nb-NO_43527830.mp3	6372
common_voice_nb-NO_43543746.mp3	5220
common_voice_nb-NO_43544924.mp3	4176
common_voice_nb-NO_43463009.mp3	2916
common_voice_nb-NO_42613666.mp3	3420
common_voice_nb-NO_43531336.mp3	6408
common_voice_nb-NO_43527877.mp3	6444
common_voice_nb-NO_43543673.mp3	3348
common_voice_nb-NO_43531270.mp3	5076
common_voice_nb-NO_43531854.mp3	2808
common_voice_nb-NO_43635983.mp3	7956
common_voice_nb-NO_43531786.mp3	4860
common_voice_nb-NO_43493204.mp3	2700
common_voice_nb-NO_43552713.mp3	2628
common_voice_nb-NO_43531864.mp3	3816
common_voice_nb-NO_43644195.mp3	3312
common_voice_nb-NO_43493440.mp3	2556
common_voice_nb-NO_43543754.mp3	2700
common_voice_nb-NO_43543633.mp3	3960
common_voice_nb-NO_43543718.mp3	4716
common_voice_nb-NO_43527915.mp3	3492
common_voice_nb-NO_42682570.mp3	2916
common_voice_nb-NO_43552584.mp3	2520
common_voice_nb-NO_43531933.mp3	3456
common_voice_nb-NO_43644392.mp3	5040
common_voice_nb-NO_43529157.mp3	5868
common_voice_nb-NO_43531999.mp3	2016
common_voice_nb-NO_43531794.mp3	3420
common_voice_nb-NO_43552582.mp3	3528
common_voice_nb-NO_43541502.mp3	3636
common_voice_nb-NO_43538746.mp3	10332
common_voice_nb-NO_43537100.mp3	5400
common_voice_nb-NO_43543684.mp3	2340
common_voice_nb-NO_43527890.mp3	3492
common_voice_nb-NO_43529211.mp3	3816
common_voice_nb-NO_42610024.mp3	2736
common_voice_nb-NO_43529185.mp3	7344
common_voice_nb-NO_43531302.mp3	4320
common_voice_nb-NO_43532002.mp3	5076
common_voice_nb-NO_43541504.mp3	4572
common_voice_nb-NO_43462983.mp3	6516
common_voice_nb-NO_43644192.mp3	9684
common_voice_nb-NO_42559557.mp3	5256
common_voice_nb-NO_43527846.mp3	3024
common_voice_nb-NO_43543515.mp3	2736
common_voice_nb-NO_43399735.mp3	4608
common_voice_nb-NO_42682505.mp3	4608
common_voice_nb-NO_43535537.mp3	6012
common_voice_nb-NO_43239231.mp3	10008
common_voice_nb-NO_43552693.mp3	2880
common_voice_nb-NO_43529217.mp3	4536
common_voice_nb-NO_42613475.mp3	2088
common_voice_nb-NO_43493427.mp3	3276
common_voice_nb-NO_43538752.mp3	2232
common_voice_nb-NO_42613514.mp3	3276
common_voice_nb-NO_44032208.mp3	5040
common_voice_nb-NO_42558223.mp3	2736
common_voice_nb-NO_44024872.mp3	6300
common_voice_nb-NO_43535560.mp3	2844
common_voice_nb-NO_42682573.mp3	3888
common_voice_nb-NO_43635980.mp3	5256
common_voice_nb-NO_44032243.mp3	3672
common_voice_nb-NO_43531960.mp3	4608
common_voice_nb-NO_43493407.mp3	4356
common_voice_nb-NO_43531891.mp3	7308
common_voice_nb-NO_43544901.mp3	5220
common_voice_nb-NO_43535586.mp3	4140
common_voice_nb-NO_43531796.mp3	4968
common_voice_nb-NO_43636051.mp3	2556
common_voice_nb-NO_43527889.mp3	5148
common_voice_nb-NO_43529177.mp3	3816
common_voice_nb-NO_43462976.mp3	6516
common_voice_nb-NO_43552745.mp3	2160
common_voice_nb-NO_43531338.mp3	5976
common_voice_nb-NO_43493318.mp3	3888
common_voice_nb-NO_43644295.mp3	6300
common_voice_nb-NO_44034761.mp3	2808
common_voice_nb-NO_42609993.mp3	4068
common_voice_nb-NO_43531784.mp3	5220
common_voice_nb-NO_43535525.mp3	5868
common_voice_nb-NO_43194197.mp3	6228
common_voice_nb-NO_43531972.mp3	2160
common_voice_nb-NO_43534741.mp3	5292
common_voice_nb-NO_43537118.mp3	2376
common_voice_nb-NO_43641313.mp3	4176
common_voice_nb-NO_43543605.mp3	2520
common_voice_nb-NO_43531828.mp3	1908
common_voice_nb-NO_43543612.mp3	3636
common_voice_nb-NO_43643630.mp3	3240
common_voice_nb-NO_42613704.mp3	4500
common_voice_nb-NO_43643696.mp3	8172
common_voice_nb-NO_42682477.mp3	5868
common_voice_nb-NO_43543736.mp3	2520
common_voice_nb-NO_43543506.mp3	1728
common_voice_nb-NO_43493347.mp3	4356
common_voice_nb-NO_42575774.mp3	6120
common_voice_nb-NO_44030117.mp3	3456
common_voice_nb-NO_43531877.mp3	2160
common_voice_nb-NO_43531795.mp3	4968
common_voice_nb-NO_43552599.mp3	2016
common_voice_nb-NO_43493324.mp3	3636
common_voice_nb-NO_43493256.mp3	2376
common_voice_nb-NO_43531889.mp3	2736
common_voice_nb-NO_43462996.mp3	6300
common_voice_nb-NO_43427009.mp3	5472
common_voice_nb-NO_43493216.mp3	2088
common_voice_nb-NO_43462988.mp3	3816
common_voice_nb-NO_43531307.mp3	3960
common_voice_nb-NO_43645389.mp3	5904
common_voice_nb-NO_43552636.mp3	3348
common_voice_nb-NO_42610046.mp3	2196
common_voice_nb-NO_43552663.mp3	2736
common_voice_nb-NO_43927183.mp3	4428
common_voice_nb-NO_43644290.mp3	3996
common_voice_nb-NO_43427032.mp3	4572
common_voice_nb-NO_43535520.mp3	4356
common_voice_nb-NO_43427048.mp3	5292
common_voice_nb-NO_43544928.mp3	4248
common_voice_nb-NO_42559570.mp3	4320
common_voice_nb-NO_43535529.mp3	2052
common_voice_nb-NO_42559569.mp3	3996
common_voice_nb-NO_43531766.mp3	6156
common_voice_nb-NO_43543666.mp3	4140
common_voice_nb-NO_44023080.mp3	3456
common_voice_nb-NO_43543564.mp3	6948
common_voice_nb-NO_43534691.mp3	4464
common_voice_nb-NO_42605104.mp3	2556
common_voice_nb-NO_43531967.mp3	3348
common_voice_nb-NO_44024856.mp3	2628
common_voice_nb-NO_43399748.mp3	6120
common_voice_nb-NO_43531905.mp3	2196
common_voice_nb-NO_43493131.mp3	3960
common_voice_nb-NO_43544899.mp3	9216
common_voice_nb-NO_42613707.mp3	2808
common_voice_nb-NO_43493340.mp3	3168
common_voice_nb-NO_43527907.mp3	3924
common_voice_nb-NO_43532001.mp3	4788
common_voice_nb-NO_44032223.mp3	4680
common_voice_nb-NO_42613802.mp3	5580
common_voice_nb-NO_43531807.mp3	4140
common_voice_nb-NO_43552688.mp3	4608
common_voice_nb-NO_44024777.mp3	2340
common_voice_nb-NO_43427052.mp3	5292
common_voice_nb-NO_43543592.mp3	3276
common_voice_nb-NO_43531348.mp3	5076
common_voice_nb-NO_43527860.mp3	3312
common_voice_nb-NO_43543620.mp3	3096
common_voice_nb-NO_43531881.mp3	2376
common_voice_nb-NO_43531343.mp3	4176
common_voice_nb-NO_43543483.mp3	4176
common_voice_nb-NO_44032212.mp3	3852
common_voice_nb-NO_43644286.mp3	4680
common_voice_nb-NO_43493386.mp3	2520
common_voice_nb-NO_43531358.mp3	3636
common_voice_nb-NO_43543549.mp3	2196
common_voice_nb-NO_43531813.mp3	6768
common_voice_nb-NO_43543607.mp3	3636
common_voice_nb-NO_43543481.mp3	2196
common_voice_nb-NO_43543559.mp3	4068
common_voice_nb-NO_43535523.mp3	3996
common_voice_nb-NO_42613882.mp3	3096
common_voice_nb-NO_42613803.mp3	3996
common_voice_nb-NO_43493350.mp3	3960
common_voice_nb-NO_42610009.mp3	2556
common_voice_nb-NO_43535566.mp3	2196
common_voice_nb-NO_44032358.mp3	3600
common_voice_nb-NO_43529170.mp3	6660
common_voice_nb-NO_43534698.mp3	4392
common_voice_nb-NO_43463006.mp3	2376
common_voice_nb-NO_42682483.mp3	3456
common_voice_nb-NO_43531938.mp3	2520
common_voice_nb-NO_43552587.mp3	2520
common_voice_nb-NO_43527856.mp3	3132
common_voice_nb-NO_44105229.mp3	4104
common_voice_nb-NO_42488981.mp3	5832
common_voice_nb-NO_43535530.mp3	4356
common_voice_nb-NO_43531790.mp3	1980
common_voice_nb-NO_43527833.mp3	2916
common_voice_nb-NO_43552702.mp3	5508
common_voice_nb-NO_43543642.mp3	5868
common_voice_nb-NO_43463004.mp3	4140
common_voice_nb-NO_43527914.mp3	3492
common_voice_nb-NO_43527892.mp3	2916
common_voice_nb-NO_43644132.mp3	5148
common_voice_nb-NO_42610028.mp3	3888
common_voice_nb-NO_43427008.mp3	3708
common_voice_nb-NO_42610011.mp3	4068
common_voice_nb-NO_42682474.mp3	4176
common_voice_nb-NO_43543686.mp3	3168
common_voice_nb-NO_43493282.mp3	4608
common_voice_nb-NO_43534676.mp3	3960
common_voice_nb-NO_43552733.mp3	1800
common_voice_nb-NO_43535565.mp3	2700
common_voice_nb-NO_43543479.mp3	3456
common_voice_nb-NO_43552562.mp3	3996
common_voice_nb-NO_43537113.mp3	7344
common_voice_nb-NO_43552677.mp3	1980
common_voice_nb-NO_44024870.mp3	2988
common_voice_nb-NO_42613758.mp3	2520
common_voice_nb-NO_43541546.mp3	3348
common_voice_nb-NO_43531900.mp3	7380
common_voice_nb-NO_42689852.mp3	6948
common_voice_nb-NO_44032283.mp3	2016
common_voice_nb-NO_43531976.mp3	1908
common_voice_nb-NO_43531928.mp3	3600
common_voice_nb-NO_43543625.mp3	2556
common_voice_nb-NO_43552714.mp3	2268
common_voice_nb-NO_43531948.mp3	3816
common_voice_nb-NO_43537105.mp3	2700
common_voice_nb-NO_43531818.mp3	6588
common_voice_nb-NO_43531950.mp3	3456
common_voice_nb-NO_42759933.mp3	6120
common_voice_nb-NO_43399685.mp3	5796
common_voice_nb-NO_43643700.mp3	3312
common_voice_nb-NO_43543629.mp3	3888
common_voice_nb-NO_43427041.mp3	7308
common_voice_nb-NO_43927180.mp3	6048
common_voice_nb-NO_43529175.mp3	3888
common_voice_nb-NO_43636040.mp3	6300
common_voice_nb-NO_43552648.mp3	3420
common_voice_nb-NO_42829644.mp3	6156
common_voice_nb-NO_43529186.mp3	4608
common_voice_nb-NO_43552748.mp3	3600
common_voice_nb-NO_42613513.mp3	6516
common_voice_nb-NO_43531773.mp3	3888
common_voice_nb-NO_43544895.mp3	5940
common_voice_nb-NO_44032250.mp3	2916
common_voice_nb-NO_43644299.mp3	2916
common_voice_nb-NO_43531930.mp3	5760
common_voice_nb-NO_43493211.mp3	4680
common_voice_nb-NO_43493288.mp3	2520
common_voice_nb-NO_43493351.mp3	2556
common_voice_nb-NO_43543682.mp3	3780
common_voice_nb-NO_43541530.mp3	5976
common_voice_nb-NO_43635959.mp3	5400
common_voice_nb-NO_43543683.mp3	3636
common_voice_nb-NO_43534681.mp3	3528
common_voice_nb-NO_43635956.mp3	5148
common_voice_nb-NO_43543688.mp3	6336
common_voice_nb-NO_43531357.mp3	4680
common_voice_nb-NO_43531763.mp3	7308
common_voice_nb-NO_43543579.mp3	6516
common_voice_nb-NO_43493370.mp3	4680
common_voice_nb-NO_43541539.mp3	1980
common_voice_nb-NO_44034720.mp3	1980
common_voice_nb-NO_42613903.mp3	3456
common_voice_nb-NO_43543482.mp3	2196
common_voice_nb-NO_43543526.mp3	3456
common_voice_nb-NO_44034016.mp3	3240
common_voice_nb-NO_42520474.mp3	2628
common_voice_nb-NO_43493411.mp3	3348
common_voice_nb-NO_43399718.mp3	5328
common_voice_nb-NO_44032355.mp3	3996
common_voice_nb-NO_43531268.mp3	8280
common_voice_nb-NO_43531961.mp3	2988
common_voice_nb-NO_43636044.mp3	3636
common_voice_nb-NO_42613825.mp3	4320
common_voice_nb-NO_43543654.mp3	4176
common_voice_nb-NO_43529188.mp3	5364
common_voice_nb-NO_43493154.mp3	3996
common_voice_nb-NO_42613678.mp3	3096
common_voice_nb-NO_43531313.mp3	5076
common_voice_nb-NO_43463011.mp3	5796
common_voice_nb-NO_43462970.mp3	2736
common_voice_nb-NO_43493172.mp3	5328
common_voice_nb-NO_43534705.mp3	3492
common_voice_nb-NO_43534707.mp3	4860
common_voice_nb-NO_43543731.mp3	3708
common_voice_nb-NO_42559585.mp3	7200
common_voice_nb-NO_42488978.mp3	5832
common_voice_nb-NO_42559532.mp3	7020
common_voice_nb-NO_43645993.mp3	2736
common_voice_nb-NO_43543476.mp3	7380
common_voice_nb-NO_43552701.mp3	3456
common_voice_nb-NO_43531322.mp3	4500
common_voice_nb-NO_44032356.mp3	5256
common_voice_nb-NO_43531982.mp3	2376
common_voice_nb-NO_42609994.mp3	3168
common_voice_nb-NO_43543584.mp3	3348
common_voice_nb-NO_42613681.mp3	2268
common_voice_nb-NO_43493357.mp3	3420
common_voice_nb-NO_42613577.mp3	1908
common_voice_nb-NO_42613540.mp3	7020
common_voice_nb-NO_43527895.mp3	5328
common_voice_nb-NO_42605085.mp3	2880
common_voice_nb-NO_43531798.mp3	3996
common_voice_nb-NO_43544918.mp3	3600
common_voice_nb-NO_42613578.mp3	2268
common_voice_nb-NO_43552646.mp3	2556
common_voice_nb-NO_43541527.mp3	2448
common_voice_nb-NO_43531820.mp3	3636
common_voice_nb-NO_43493226.mp3	2088
common_voice_nb-NO_43529199.mp3	6192
common_voice_nb-NO_43531940.mp3	5688
common_voice_nb-NO_43552644.mp3	3240
common_voice_nb-NO_43543531.mp3	5040
common_voice_nb-NO_43552697.mp3	3708
common_voice_nb-NO_43538747.mp3	4320
common_voice_nb-NO_42689854.mp3	3996
common_voice_nb-NO_43643749.mp3	5904
common_voice_nb-NO_43543614.mp3	5148
common_voice_nb-NO_43543652.mp3	6480
common_voice_nb-NO_43543599.mp3	5868
common_voice_nb-NO_43534742.mp3	5472
common_voice_nb-NO_43543679.mp3	2016
common_voice_nb-NO_43493367.mp3	5220
common_voice_nb-NO_42759935.mp3	3528
common_voice_nb-NO_43493390.mp3	3276
common_voice_nb-NO_43531806.mp3	7560
common_voice_nb-NO_43399715.mp3	3708
common_voice_nb-NO_43529159.mp3	4968
common_voice_nb-NO_43552694.mp3	4176
common_voice_nb-NO_44024875.mp3	2916
common_voice_nb-NO_43493173.mp3	3816
common_voice_nb-NO_43552601.mp3	3060
common_voice_nb-NO_42559556.mp3	4428
common_voice_nb-NO_43531767.mp3	3960
common_voice_nb-NO_42613629.mp3	4176
common_voice_nb-NO_43643604.mp3	4608
common_voice_nb-NO_43552659.mp3	2268
common_voice_nb-NO_43552616.mp3	3456
common_voice_nb-NO_43544927.mp3	2844
common_voice_nb-NO_43462994.mp3	4716
common_voice_nb-NO_43527922.mp3	5580
common_voice_nb-NO_42682507.mp3	5616
common_voice_nb-NO_43541501.mp3	6228
common_voice_nb-NO_43537122.mp3	3348
common_voice_nb-NO_43493296.mp3	5076
common_voice_nb-NO_43529154.mp3	4860
common_voice_nb-NO_43534693.mp3	5868
common_voice_nb-NO_43543691.mp3	3636
common_voice_nb-NO_42559531.mp3	7560
common_voice_nb-NO_43643863.mp3	8712
common_voice_nb-NO_43543700.mp3	4680
common_voice_nb-NO_43544911.mp3	4320
common_voice_nb-NO_43645991.mp3	5796
common_voice_nb-NO_43543707.mp3	3348
common_voice_nb-NO_43527925.mp3	3996
common_voice_nb-NO_43527875.mp3	5040
common_voice_nb-NO_42613476.mp3	3420
common_voice_nb-NO_43538722.mp3	4392
common_voice_nb-NO_43531291.mp3	6156
common_voice_nb-NO_42829641.mp3	5076
common_voice_nb-NO_43552742.mp3	2880
common_voice_nb-NO_43541537.mp3	2664
common_voice_nb-NO_43552678.mp3	3780
common_voice_nb-NO_43552732.mp3	3348
common_voice_nb-NO_43543714.mp3	5256
common_voice_nb-NO_42613914.mp3	6300
common_voice_nb-NO_43493275.mp3	2700
common_voice_nb-NO_43552619.mp3	4536
common_voice_nb-NO_43544931.mp3	2088
common_voice_nb-NO_43529173.mp3	3780
common_voice_nb-NO_43531857.mp3	3816
common_voice_nb-NO_43543501.mp3	2016
common_voice_nb-NO_42576470.mp3	5076
common_voice_nb-NO_43493152.mp3	3348
common_voice_nb-NO_43493387.mp3	1980
common_voice_nb-NO_43644282.mp3	5400
common_voice_nb-NO_43531902.mp3	6480
common_voice_nb-NO_43552576.mp3	3600
common_voice_nb-NO_43493174.mp3	4248
common_voice_nb-NO_43529155.mp3	6660
common_voice_nb-NO_43526212.mp3	5364
common_voice_nb-NO_43535551.mp3	6048
common_voice_nb-NO_43427019.mp3	3996
common_voice_nb-NO_43463010.mp3	4608
common_voice_nb-NO_44034077.mp3	3564
common_voice_nb-NO_43527844.mp3	5076
common_voice_nb-NO_43531770.mp3	7200
common_voice_nb-NO_43552577.mp3	4428
common_voice_nb-NO_43535576.mp3	2268
common_voice_nb-NO_43544912.mp3	3312
common_voice_nb-NO_43194258.mp3	4788
common_voice_nb-NO_43527903.mp3	8316
common_voice_nb-NO_43534680.mp3	2808
common_voice_nb-NO_42609976.mp3	6516
common_voice_nb-NO_43543507.mp3	2808
common_voice_nb-NO_43529172.mp3	5868
common_voice_nb-NO_43527848.mp3	7200
common_voice_nb-NO_43527885.mp3	3132
common_voice_nb-NO_43493366.mp3	3636
common_voice_nb-NO_42613478.mp3	3348
common_voice_nb-NO_43531360.mp3	5760
common_voice_nb-NO_43535538.mp3	4644
common_voice_nb-NO_43527859.mp3	2772
common_voice_nb-NO_43531984.mp3	1908
common_voice_nb-NO_42610017.mp3	3960
common_voice_nb-NO_43399688.mp3	4896
common_voice_nb-NO_43531320.mp3	2016
common_voice_nb-NO_43541516.mp3	2880
common_voice_nb-NO_43552656.mp3	1908
common_voice_nb-NO_43531344.mp3	5580
common_voice_nb-NO_43531986.mp3	3600
common_voice_nb-NO_43543548.mp3	2880
common_voice_nb-NO_43427031.mp3	6156
common_voice_nb-NO_43531846.mp3	2520
common_voice_nb-NO_43543598.mp3	3996
common_voice_nb-NO_43552668.mp3	3348
common_voice_nb-NO_43543641.mp3	3888
common_voice_nb-NO_43531841.mp3	4860
common_voice_nb-NO_43462985.mp3	5400
common_voice_nb-NO_43543512.mp3	4860
common_voice_nb-NO_43531968.mp3	3888
common_voice_nb-NO_43535522.mp3	2088
common_voice_nb-NO_43544908.mp3	6588
common_voice_nb-NO_43493218.mp3	3420
common_voice_nb-NO_43645386.mp3	4536
common_voice_nb-NO_43643602.mp3	6840
common_voice_nb-NO_43645385.mp3	12780
common_voice_nb-NO_43531802.mp3	3996
common_voice_nb-NO_43543685.mp3	6156
common_voice_nb-NO_43493168.mp3	5796
common_voice_nb-NO_43635988.mp3	4536
common_voice_nb-NO_44035060.mp3	4176
common_voice_nb-NO_42613928.mp3	5148
common_voice_nb-NO_42610023.mp3	3636
common_voice_nb-NO_43644131.mp3	5148
common_voice_nb-NO_43527912.mp3	6336
common_voice_nb-NO_43543663.mp3	3096
common_voice_nb-NO_44029981.mp3	5148
common_voice_nb-NO_43527891.mp3	2304
common_voice_nb-NO_43543728.mp3	4788
common_voice_nb-NO_43531300.mp3	4320
common_voice_nb-NO_43535581.mp3	3816
common_voice_nb-NO_43541525.mp3	2304
common_voice_nb-NO_43194259.mp3	4284
common_voice_nb-NO_42558240.mp3	5256
common_voice_nb-NO_43531289.mp3	4536
common_voice_nb-NO_43531898.mp3	5400
common_voice_nb-NO_42613828.mp3	3168
common_voice_nb-NO_43552738.mp3	2916
common_voice_nb-NO_43493207.mp3	3348
common_voice_nb-NO_43463000.mp3	4788
common_voice_nb-NO_43529201.mp3	4392
common_voice_nb-NO_43493276.mp3	3240
common_voice_nb-NO_43493316.mp3	4788
common_voice_nb-NO_42613587.mp3	2736
common_voice_nb-NO_43531369.mp3	3708
common_voice_nb-NO_43531952.mp3	2196
common_voice_nb-NO_43643730.mp3	2376
common_voice_nb-NO_43552604.mp3	6840
common_voice_nb-NO_43543712.mp3	5796
common_voice_nb-NO_43552706.mp3	2268
common_voice_nb-NO_43535527.mp3	3636
common_voice_nb-NO_43493192.mp3	3096
common_voice_nb-NO_43531809.mp3	2448
